,Compound Score,Negative Score,Neutral Score,Positive Score,Source Account,Tweet Date,Tweet Text
59,0.6808,0.0,0.763,0.237,CNN Breaking News,Wed Sep 26 18:19:50 +0000 2018,"The Fed raises interest rates by a quarter point again, upping the rate that helps determine costs of mortgages and… https://t.co/1paFVJVE3q"
60,0.4215,0.084,0.748,0.168,CNN Breaking News,Wed Sep 26 16:12:43 +0000 2018,A new woman comes forward to accuse Supreme Court nominee Brett Kavanaugh of inappropriate behavior during high sch… https://t.co/8C8zQIoyK5
61,0.4019,0.113,0.64,0.246,CNN Breaking News,Wed Sep 26 15:12:51 +0000 2018,"President Trump voices support for a two-state solution to the Israeli-Palestinian conflict, saying, ""That's what I… https://t.co/1dljbQ6NHv"
62,0.0,0.0,1.0,0.0,CNN Breaking News,Wed Sep 26 13:02:07 +0000 2018,Christine Blasey Ford and Brett Kavanaugh seek to bolster their cases with new documents https://t.co/fvx9xnJfGl https://t.co/naAGeFyDD4
63,0.5574,0.0,0.806,0.194,CNN Breaking News,Wed Sep 26 03:20:34 +0000 2018,Senate Judiciary Committee Republicans have hired outside counsel Rachel Mitchell to question Supreme Court nominee… https://t.co/7l1simBxkI
64,0.0,0.0,1.0,0.0,CNN Breaking News,Wed Sep 26 01:41:36 +0000 2018,"Delta's online systems are back up and running after a brief outage, the airline said https://t.co/dEETWshqew https://t.co/bXDO6ldwZY"
65,0.0,0.0,1.0,0.0,CNN Breaking News,Wed Sep 26 01:18:01 +0000 2018,"Delta Air Lines issued a groundstop on Tuesday due to a system outage, according to a statement on the airline's we… https://t.co/yMFmxMJAGD"
66,0.4767,0.0,0.853,0.147,CNN Breaking News,Wed Sep 26 00:04:29 +0000 2018,"The Senate Intelligence Committee subpoenas Randy Credico, who former Trump adviser Roger Stone says was his link t… https://t.co/Go1PU5qBGo"
67,-0.1027,0.08,0.92,0.0,CNN Breaking News,Tue Sep 25 22:47:18 +0000 2018,"The Senate Judiciary Committee will vote on Brett Kavanaugh's nomination Friday, a day after questioning a woman wh… https://t.co/44v0OpADA4"
68,-0.4215,0.141,0.859,0.0,CNN Breaking News,Tue Sep 25 19:02:25 +0000 2018,"Judge Steven O'Neill denies bail to Bill Cosby, according to a tweet from the Montgomery County District Attorney's… https://t.co/pCRXoGXnlH"
69,-0.802,0.369,0.631,0.0,CNN Breaking News,Tue Sep 25 18:17:08 +0000 2018,Bill Cosby is sentenced to three to 10 years in state prison for sexual assault. https://t.co/ZdHvogvJPg https://t.co/wSZTVUmrvB
70,0.743,0.0,0.733,0.267,CNN Breaking News,Tue Sep 25 17:19:03 +0000 2018,The UK Labour party votes in favor of a policy that would allow for a new public vote on Brexit if Prime Minister M… https://t.co/TJIRI6KzwA
71,-0.5994,0.187,0.813,0.0,CNN Breaking News,Tue Sep 25 16:34:04 +0000 2018,"A judge determines Bill Cosby is a ""sexually violent predator"" who must register with police. Follow live updates a… https://t.co/c8OYZHm0xV"
72,0.4939,0.0,0.849,0.151,CNN Breaking News,Tue Sep 25 15:11:55 +0000 2018,President Trump draws audible laughs during his UN speech with boast that his administration has achieved more than… https://t.co/3kSalbnuzQ
73,0.0,0.0,1.0,0.0,CNN Breaking News,Tue Sep 25 14:35:24 +0000 2018,"RT @CNNPolitics: “I have much personal correspondence with Chairman Kim,” Trump says of his relationship with North Korean leader Kim Jong…"
74,0.0,0.0,1.0,0.0,CNN Breaking News,Tue Sep 25 14:33:38 +0000 2018,"President Trump says Iran wants to meet with him but its leaders have to ""change their tune"" first. Follow live upd… https://t.co/9Tdubx7Yey"
75,-0.3182,0.099,0.901,0.0,CNN Breaking News,Tue Sep 25 13:41:34 +0000 2018,RT @CNNMoney: Dow opens 60 points higher. Nasdaq trades flat. Facebook falls 2% as Instagram co-founders exit. General Electric loses 2% to…
76,0.0,0.0,1.0,0.0,CNN Breaking News,Tue Sep 25 13:25:30 +0000 2018,"The White House is open to having Brett Kavanaugh's second accuser testify on Thursday, Sarah Sanders says. Follow… https://t.co/aCyJdUsJgV"
77,-0.5994,0.205,0.795,0.0,CNN Breaking News,Tue Sep 25 13:05:35 +0000 2018,Bill Cosby arrives at a Pennsylvania court where he is expected to be sentenced today in his sexual assault case. F… https://t.co/TlirXcxYVR
78,0.34,0.0,0.888,0.112,CNN Breaking News,Tue Sep 25 12:00:00 +0000 2018,Michael Kors gains a foothold in the world of elite European fashion by striking a $2.1 billion deal to buy Versace… https://t.co/a02uLxYlN1
79,-0.7579,0.255,0.745,0.0,CNN Breaking News,Tue Sep 25 11:32:10 +0000 2018,A suspect is in custody and an investigation is underway after a US diplomat was found dead at home Friday in Madag… https://t.co/NI1CKbL56s
80,-0.6808,0.306,0.694,0.0,CNN Breaking News,Tue Sep 25 06:01:16 +0000 2018,A Louisiana soldier was sentenced to 11 years in prison for constructing and detonating a chemical weapon last year… https://t.co/DizSiOgMnd
81,0.4588,0.0,0.864,0.136,CNN Breaking News,Mon Sep 24 23:36:45 +0000 2018,"US Air Force awards $2.38 billion contract to Boeing for new helicopters to replace the Vietnam-era ""Hueys"" that ha… https://t.co/4hWnYoOi1R"
82,0.0,0.0,1.0,0.0,CNN Breaking News,Mon Sep 24 21:58:28 +0000 2018,"Thousands of people in Georgetown, SC, were told to evacuate ahead of historic flooding in an area where multiple r… https://t.co/NldERoTebH"
83,-0.6249,0.181,0.819,0.0,CNN Breaking News,Mon Sep 24 20:21:58 +0000 2018,RT @CNNMoney: Dow falls 181 points on trade worries. S&amp;P 500 drops 0.4%. Nasdaq inches higher. Michael Kors loses 8% on report that it’s ne…
84,0.7351,0.0,0.733,0.267,CNN Breaking News,Mon Sep 24 18:43:36 +0000 2018,"Supreme Court nominee Brett Kavanaugh lashes out at ""smears"" after a new allegation emerges, and makes clear that h… https://t.co/Ls2bUGcq6G"
85,-0.7184,0.273,0.727,0.0,CNN Breaking News,Mon Sep 24 17:33:39 +0000 2018,"Amber Guyger, the Dallas police officer charged with fatally shooting a man inside his apartment, is terminated aft… https://t.co/5gA55B6YVa"
86,0.0,0.0,1.0,0.0,CNN Breaking News,Mon Sep 24 17:08:34 +0000 2018,President Trump will meet with Deputy Attorney General Rosenstein on Thursday. Follow live updates:… https://t.co/R4mSq8WtaY
87,0.0,0.0,1.0,0.0,CNN Breaking News,Mon Sep 24 16:23:23 +0000 2018,Deputy Attorney General Rod Rosenstein has finished meeting with chief of staff Kelly at the White House. Follow li… https://t.co/C0eHqJjlFG
88,0.2023,0.0,0.909,0.091,CNN Breaking News,Mon Sep 24 15:10:08 +0000 2018,"Deputy Attorney General Rosenstein, the top official overseeing the Mueller probe, is headed to the White House and… https://t.co/ArFOcUbVus"
89,-0.6597,0.252,0.748,0.0,CNN Breaking News,Mon Sep 24 14:25:04 +0000 2018,Bill Cosby is in court for his sentencing hearing after April's sexual assault conviction. Follow live updates:… https://t.co/NMF7kTBvJV
90,0.0,0.0,1.0,0.0,CNN Breaking News,Mon Sep 24 11:58:09 +0000 2018,RT @CNNMoney: SiriusXM is buying Pandora in a $3.5 billion deal https://t.co/0tkzweEBbf https://t.co/oUVn1dEQQp
91,-0.4588,0.21,0.688,0.101,CNN Breaking News,Mon Sep 24 09:07:05 +0000 2018,Rescuers saved a yachtsman hit by a storm that left him badly injured with his boat drifting at sea for more than t… https://t.co/cXQt8gfv1q
92,0.765,0.0,0.694,0.306,CNN Breaking News,Sun Sep 23 21:59:57 +0000 2018,Tiger Woods wins his first PGA tournament since 2013 with a victory in the Tour Championship https://t.co/mUEJmpwxSZ https://t.co/CQdgPL1b4i
93,0.0,0.0,1.0,0.0,CNN Breaking News,Sun Sep 23 20:10:59 +0000 2018,A New Zealand supermarket chain is removing some Australian strawberries after needles were found in a container bo… https://t.co/00A4j8rfP1
94,0.4939,0.0,0.842,0.158,CNN Breaking News,Sun Sep 23 19:50:22 +0000 2018,"An ""exceptionally rare"" two-headed copperhead snake was found in Virginia. Wildlife experts are caring for it, and… https://t.co/H8t96KIGq4"
95,-0.4588,0.13,0.87,0.0,CNN Breaking News,Sun Sep 23 19:06:22 +0000 2018,"Pirates attacked a Swiss cargo ship off the coast of Nigeria and took 12 crew members hostage, the ship's owner say… https://t.co/KpTUqasIau"
96,0.1621,0.0,0.917,0.083,CNN Breaking News,Sun Sep 23 18:13:13 +0000 2018,Texas officials found almost $18 million worth of cocaine hidden inside a shipment of bananas donated to the prison… https://t.co/GO42wNJCMQ
97,-0.7184,0.273,0.727,0.0,CNN Breaking News,Sun Sep 23 17:20:55 +0000 2018,"Christine Blasey Ford, who accused Brett Kavanaugh of sexual assault, will testify Thursday before the Senate Judic… https://t.co/JibeGJ6tVt"
98,0.3818,0.0,0.874,0.126,CNN Breaking News,Sun Sep 23 13:55:48 +0000 2018,"CNN’s Jake Tapper: “Doesn’t Kavanaugh have the same presumption of innocence as anyone else in America?”

Sen. Mazi… https://t.co/mU5jbWvwNW"
99,0.5563,0.0,0.854,0.146,CNN Breaking News,Sun Sep 23 13:40:32 +0000 2018,"“She’s coming forward and very bravely saying, ‘I will tell my story,’ so I’m going to do everything I can to make… https://t.co/0xuQeDKxtn"
0,0.296,0.149,0.585,0.266,Fox News,Fri Sep 28 21:30:29 +0000 2018,"Kavanaugh friend Mark Judge agrees to cooperate with @FBI probe, denies latest allegations https://t.co/7DGISHByWf"
1,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 21:20:10 +0000 2018,".@POTUS on Friday ordered the @FBI to conduct a ""supplemental"" investigation into the allegations of sexual assault… https://t.co/kGI0cg5Vj0"
2,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 21:08:09 +0000 2018,BREAKING: @POTUS orders ‘supplemental’ @FBI investigation into Kavanaugh https://t.co/Ms2j0jiiKb
3,-0.2263,0.137,0.863,0.0,Fox News,Fri Sep 28 20:47:58 +0000 2018,Senate Republicans ask for limited FBI investigation of Kavanaugh before floor vote https://t.co/HO6DZ2Fva1
4,-0.7506,0.33,0.67,0.0,Fox News,Fri Sep 28 20:36:16 +0000 2018,".@LindseyGrahamSC on if Senators are mad at @JeffFlake: ""you're mad at him, that's unreasonable.""… https://t.co/a761Oj6Zem"
5,0.5413,0.0,0.845,0.155,Fox News,Fri Sep 28 20:31:16 +0000 2018,"FULL REMARKS: Sen. @LindseyGrahamSC on Judge Kavanaugh: ""I know all I need to know. I'm very confident in this man:… https://t.co/wRIBm5Ni8M"
6,0.6908,0.0,0.749,0.251,Fox News,Fri Sep 28 20:30:19 +0000 2018,".@LindseyGrahamSC on Kavanaugh nomination: ""I feel like The White House will honor the request of the committee to… https://t.co/Tnv0MouekY"
7,0.4019,0.0,0.863,0.137,Fox News,Fri Sep 28 20:25:21 +0000 2018,".@LindseyGrahamSC on Kavanaugh nomination: ""Hopefully in the next few days the FBI will answer questions that linge… https://t.co/fEsYVzuqWQ"
8,0.25,0.0,0.895,0.105,Fox News,Fri Sep 28 20:23:11 +0000 2018,Senators deliver remarks on the Senate floor after the Senate Judiciary Committee endorsed Judge Brett Kavanaugh in… https://t.co/WLZkKMtRio
9,0.25,0.0,0.882,0.118,Fox News,Fri Sep 28 20:21:40 +0000 2018,Senator @LindseyGrahamSC speaks to reporters after the Senate Judiciary Committee endorsed Judge Brett Kavanaugh in… https://t.co/qQWMttIrrp
10,-0.7959,0.366,0.634,0.0,Fox News,Fri Sep 28 20:16:00 +0000 2018,'Look at Me When I'm Talking to You!': Sexual Assault Victims Confront Flake Before Kavanaugh Vote https://t.co/XktYNE1VZC
11,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 20:11:22 +0000 2018,Trace Gallagher is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/yzDIRM8nlH
12,-0.3182,0.223,0.777,0.0,Fox News,Fri Sep 28 20:10:58 +0000 2018,OPINION: Kavanaugh hearing echoes Clarence Thomas-Anita Hill confrontation https://t.co/pNVwvORMGD
13,0.6908,0.0,0.749,0.251,Fox News,Fri Sep 28 20:08:37 +0000 2018,Senate GOP leaders have agreed to seek an additional FBI investigation into Supreme Court nominee Brett Kavanaugh b… https://t.co/m0NOjt0APT
14,0.3612,0.0,0.872,0.128,Fox News,Fri Sep 28 20:02:39 +0000 2018,BREAKING: Senate GOP leaders agree to seek an additional FBI background investigation into Brett Kavanaugh before a… https://t.co/hd431cb9sp
15,0.5574,0.0,0.816,0.184,Fox News,Fri Sep 28 20:00:02 +0000 2018,"In her weekly press conference, House Minority Leader @NancyPelosi called out Supreme Court nominee Brett Kavanaugh… https://t.co/KHUs5Eq97m"
16,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 19:57:54 +0000 2018,Fox News Beats CNN and MSNBC Combined in Kavanaugh Hearing Viewers https://t.co/g7yGqFD1jR
17,0.6249,0.0,0.788,0.212,Fox News,Fri Sep 28 19:53:00 +0000 2018,"Sen. @LindseyGrahamSC said he’s been doing “this legal stuff most of [his] life,” and went on to praise Judge Brett… https://t.co/Tf3n3trGfO"
18,0.0258,0.0,0.942,0.058,Fox News,Fri Sep 28 19:45:39 +0000 2018,".@SenJoniErnst on allegations against Kavanaugh: ""I do know that Dr. Ford wanted to keep this a private matter and… https://t.co/KkH4HEkmKu"
19,0.4404,0.0,0.861,0.139,Fox News,Fri Sep 28 19:44:46 +0000 2018,".@SenJoniErnst: ""[Judge Kavanaugh] has truly been put through the ringer this last week, and I feel for the family.… https://t.co/cbq5FHfMwP"
20,0.296,0.149,0.585,0.266,Fox News,Fri Sep 28 21:30:29 +0000 2018,"Kavanaugh friend Mark Judge agrees to cooperate with @FBI probe, denies latest allegations https://t.co/7DGISHByWf"
21,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 21:20:10 +0000 2018,".@POTUS on Friday ordered the @FBI to conduct a ""supplemental"" investigation into the allegations of sexual assault… https://t.co/kGI0cg5Vj0"
22,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 21:08:09 +0000 2018,BREAKING: @POTUS orders ‘supplemental’ @FBI investigation into Kavanaugh https://t.co/Ms2j0jiiKb
23,-0.2263,0.137,0.863,0.0,Fox News,Fri Sep 28 20:47:58 +0000 2018,Senate Republicans ask for limited FBI investigation of Kavanaugh before floor vote https://t.co/HO6DZ2Fva1
24,-0.7506,0.33,0.67,0.0,Fox News,Fri Sep 28 20:36:16 +0000 2018,".@LindseyGrahamSC on if Senators are mad at @JeffFlake: ""you're mad at him, that's unreasonable.""… https://t.co/a761Oj6Zem"
25,0.5413,0.0,0.845,0.155,Fox News,Fri Sep 28 20:31:16 +0000 2018,"FULL REMARKS: Sen. @LindseyGrahamSC on Judge Kavanaugh: ""I know all I need to know. I'm very confident in this man:… https://t.co/wRIBm5Ni8M"
26,0.6908,0.0,0.749,0.251,Fox News,Fri Sep 28 20:30:19 +0000 2018,".@LindseyGrahamSC on Kavanaugh nomination: ""I feel like The White House will honor the request of the committee to… https://t.co/Tnv0MouekY"
27,0.4019,0.0,0.863,0.137,Fox News,Fri Sep 28 20:25:21 +0000 2018,".@LindseyGrahamSC on Kavanaugh nomination: ""Hopefully in the next few days the FBI will answer questions that linge… https://t.co/fEsYVzuqWQ"
28,0.25,0.0,0.895,0.105,Fox News,Fri Sep 28 20:23:11 +0000 2018,Senators deliver remarks on the Senate floor after the Senate Judiciary Committee endorsed Judge Brett Kavanaugh in… https://t.co/WLZkKMtRio
29,0.25,0.0,0.882,0.118,Fox News,Fri Sep 28 20:21:40 +0000 2018,Senator @LindseyGrahamSC speaks to reporters after the Senate Judiciary Committee endorsed Judge Brett Kavanaugh in… https://t.co/qQWMttIrrp
30,-0.7959,0.366,0.634,0.0,Fox News,Fri Sep 28 20:16:00 +0000 2018,'Look at Me When I'm Talking to You!': Sexual Assault Victims Confront Flake Before Kavanaugh Vote https://t.co/XktYNE1VZC
31,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 20:11:22 +0000 2018,Trace Gallagher is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/yzDIRM8nlH
32,-0.3182,0.223,0.777,0.0,Fox News,Fri Sep 28 20:10:58 +0000 2018,OPINION: Kavanaugh hearing echoes Clarence Thomas-Anita Hill confrontation https://t.co/pNVwvORMGD
33,0.6908,0.0,0.749,0.251,Fox News,Fri Sep 28 20:08:37 +0000 2018,Senate GOP leaders have agreed to seek an additional FBI investigation into Supreme Court nominee Brett Kavanaugh b… https://t.co/m0NOjt0APT
34,0.3612,0.0,0.872,0.128,Fox News,Fri Sep 28 20:02:39 +0000 2018,BREAKING: Senate GOP leaders agree to seek an additional FBI background investigation into Brett Kavanaugh before a… https://t.co/hd431cb9sp
35,0.5574,0.0,0.816,0.184,Fox News,Fri Sep 28 20:00:02 +0000 2018,"In her weekly press conference, House Minority Leader @NancyPelosi called out Supreme Court nominee Brett Kavanaugh… https://t.co/KHUs5Eq97m"
36,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 19:57:54 +0000 2018,Fox News Beats CNN and MSNBC Combined in Kavanaugh Hearing Viewers https://t.co/g7yGqFD1jR
37,0.6249,0.0,0.788,0.212,Fox News,Fri Sep 28 19:53:00 +0000 2018,"Sen. @LindseyGrahamSC said he’s been doing “this legal stuff most of [his] life,” and went on to praise Judge Brett… https://t.co/Tf3n3trGfO"
38,0.0258,0.0,0.942,0.058,Fox News,Fri Sep 28 19:45:39 +0000 2018,".@SenJoniErnst on allegations against Kavanaugh: ""I do know that Dr. Ford wanted to keep this a private matter and… https://t.co/KkH4HEkmKu"
39,0.4404,0.0,0.861,0.139,Fox News,Fri Sep 28 19:44:46 +0000 2018,".@SenJoniErnst: ""[Judge Kavanaugh] has truly been put through the ringer this last week, and I feel for the family.… https://t.co/cbq5FHfMwP"
40,0.4404,0.0,0.861,0.139,Fox News,Fri Sep 28 19:32:26 +0000 2018,"@SenJoniErnst: ""[Judge Kavanaugh] has truly been put through the ringer this last week, and I feel for the family.""… https://t.co/pFK9Xiy7uX"
41,0.25,0.0,0.895,0.105,Fox News,Fri Sep 28 19:31:52 +0000 2018,Senators deliver remarks on the Senate floor after the Senate Judiciary Committee endorsed Judge Brett Kavanaugh in… https://t.co/12rBCrqOKp
42,0.0258,0.0,0.945,0.055,Fox News,Fri Sep 28 19:23:09 +0000 2018,"@SenJoniErnst on allegations against Kavanaugh: ""I do know that Dr. Ford wanted to keep this a private matter and u… https://t.co/nJL6xPtaP7"
43,0.3612,0.0,0.865,0.135,Fox News,Fri Sep 28 19:14:42 +0000 2018,"During a meeting with the Chilean President, @POTUS discussed the Senate Judiciary Committee's vote to recommend Br… https://t.co/5bwCTj9ut6"
44,0.7269,0.0,0.747,0.253,Fox News,Fri Sep 28 19:11:43 +0000 2018,"Sen. @JeffFlake voted to recommend Brett Kavanaugh for the Supreme Court Friday, with the caveat that the @FBI inve… https://t.co/myZP86RQse"
45,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 19:02:10 +0000 2018,".@ChrisCoons: ""My Republican colleagues...accused Democrats of simply trying to hold this open past the election. T… https://t.co/aEfZvTeMKO"
46,0.25,0.0,0.895,0.105,Fox News,Fri Sep 28 19:02:09 +0000 2018,Senators deliver remarks on the Senate floor after the Senate Judiciary Committee endorsed Judge Brett Kavanaugh in… https://t.co/9VeS5UShEB
47,-0.6124,0.238,0.762,0.0,Fox News,Fri Sep 28 18:46:40 +0000 2018,".@ChrisCoons: ""I think yesterday's very long hearing was a difficult day for Dr. Ford, a difficult for Judge Kavana… https://t.co/LzMG6UWZdZ"
48,0.5574,0.0,0.816,0.184,Fox News,Fri Sep 28 18:32:20 +0000 2018,".@POTUS on possibility of re-opening background investigation on Supreme Court nominee Brett Kavanaugh: ""I will be… https://t.co/lqwQNYjR9m"
49,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 18:25:26 +0000 2018,"Reporter: ""Have you thought at all about a replacement for Judge Kavanaugh?""

@POTUS: ""Not even a little bit.""… https://t.co/o8VAORf5gH"
50,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 18:18:20 +0000 2018,Senators speak after Senate Judiciary Committee meeting adjourns. https://t.co/6fiSRohGYx
51,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 18:08:12 +0000 2018,Senators give statements after Senate Judiciary meeting has been adjourned. https://t.co/Zoo30akunq
52,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 17:57:25 +0000 2018,.@ChuckGrassley: “The nominee will be reported to the floor.” https://t.co/FVPyEJhAJf https://t.co/ZDuQpu2GeP
53,-0.1655,0.064,0.936,0.0,Fox News,Fri Sep 28 17:53:30 +0000 2018,".@JeffFlake: “I think it would be proper to delay the floor vote for up to but not more than one week, in order to… https://t.co/2DbYjQrFpo"
54,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 17:33:34 +0000 2018,"House Republicans vote to release Russia probe transcripts, plan subpoena for Fusion GPS co-founder https://t.co/wtP0ad8zmC"
55,0.5574,0.0,0.769,0.231,Fox News,Fri Sep 28 17:29:30 +0000 2018,SOON: Senate Judiciary Committee to Vote on Kavanaugh's Supreme Court Nomination https://t.co/FVPyEJhAJf https://t.co/CCrFpn4GCd
56,0.5574,0.0,0.825,0.175,Fox News,Fri Sep 28 17:27:55 +0000 2018,Senate Judiciary Committee meets to vote on the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/STmgGOpwEf
57,0.2023,0.107,0.733,0.16,Fox News,Fri Sep 28 17:07:26 +0000 2018,JUST IN: Facebook says 50 million user accounts affected by security breach https://t.co/poBFHKN8PU
58,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 17:04:29 +0000 2018,'This Is About Smears': @SenTedCruz Says Kavanaugh Confirmation Has Become 'a Partisan Circus' https://t.co/XTAxAnEe0P
59,-0.4404,0.139,0.861,0.0,Fox News,Fri Sep 28 16:57:44 +0000 2018,".@SenJohnKennedy: “This has been an intergalactic freak show. As far as I'm concerned, Congress has hit rock bottom… https://t.co/Ivq7i26mrj"
60,0.3412,0.0,0.888,0.112,Fox News,Fri Sep 28 16:53:12 +0000 2018,".@CoryBooker: “We should not brush aside her comments, we should not belittle her testimony. We should listen to he… https://t.co/VGkN48hBPy"
61,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 16:49:23 +0000 2018,".@CoryBooker: “This is not a partisan moment, this is a moral moment in our nation. We do not have to have this vot… https://t.co/cj36kHqj8w"
62,0.2263,0.126,0.629,0.245,Fox News,Fri Sep 28 16:38:53 +0000 2018,Dem Senator: Kavanaugh's Calendar 'May Be Powerful Evidence' Backing Up Ford's Accusation https://t.co/DhXk2HqHR0
63,0.4466,0.0,0.816,0.184,Fox News,Fri Sep 28 16:37:32 +0000 2018,"RT @FoxBusiness: RECALL ALERT: Honda recalling more than 200,000 cars in the U.S. https://t.co/1QJWSm5hG3"
64,0.765,0.048,0.68,0.272,Fox News,Fri Sep 28 16:35:45 +0000 2018,".@CoryBooker: “When we swear an oath to liberty and justice for all, I don’t think we’re there yet as a country.”… https://t.co/GMMUx3cEy6"
65,0.4588,0.0,0.857,0.143,Fox News,Fri Sep 28 16:31:18 +0000 2018,.@CoryBooker: “The goodness and the decency of Republicans and Democrats in this country is self-evident and we dem… https://t.co/xjd3NFMWnA
66,0.5574,0.0,0.625,0.375,Fox News,Fri Sep 28 15:51:17 +0000 2018,.@LindseyGrahamSC’s Kavanaugh moment earns conservative praise https://t.co/cGbvcU2Wei
67,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 15:48:41 +0000 2018,Kavanaugh vote live blog -- Senate Judiciary Committee weighs in on recommending nominee https://t.co/9xAUWQUoDW
68,-0.25,0.176,0.694,0.13,Fox News,Fri Sep 28 15:25:14 +0000 2018,".@SenWhitehouse: “This may, may, be powerful corroborating evidence that the assault happened, that it happened tha… https://t.co/l1C2kZchiD"
69,-0.4588,0.182,0.818,0.0,Fox News,Fri Sep 28 15:11:05 +0000 2018,OPINION: Kavanaugh showed his daughters what it means to fight for what's right -- even when it’s hard — @LDAppell https://t.co/vNwkmsKiBT
70,0.3612,0.0,0.828,0.172,Fox News,Fri Sep 28 15:07:50 +0000 2018,"House GOP, Deputy AG Rosenstein agree to meet to discuss 'wire' report https://t.co/xyIVnDBFWQ"
71,0.7783,0.0,0.702,0.298,Fox News,Fri Sep 28 15:06:57 +0000 2018,.@Jim_Jordan: “I think it’s great news that Senator Flake has said he’s going to support Judge Kavanaugh.” https://t.co/z1JjYu6hDC
72,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:59:17 +0000 2018,Republican senators doxxed on Wikipedia by someone from House of Representatives after Kavanaugh hearing https://t.co/xMfJ7GiGfS
73,0.1332,0.088,0.752,0.16,Fox News,Fri Sep 28 14:54:02 +0000 2018,.@LindseyGrahamSC: “I’ve been doing this legal stuff most of my life. I’ve never heard a more compelling defense of… https://t.co/iMW4RDNffO
74,0.7906,0.0,0.682,0.318,Fox News,Fri Sep 28 14:53:11 +0000 2018,"Senator Lindsey Graham delivers remarks ahead of the vote on Supreme Court Justice nominee, Brett Kavanaugh.… https://t.co/Bm18yD5B5u"
75,0.5859,0.0,0.826,0.174,Fox News,Fri Sep 28 14:49:45 +0000 2018,.@LindseyGrahamSC: “I didn’t think Trump would win. I ran out of adjectives to describe how I felt about his campai… https://t.co/MIfYz7gOGz
76,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:44:25 +0000 2018,.@LindseyGrahamSC: “I know I’m a single white male from South Carolina and I’ve been told I should shut up but I wi… https://t.co/HFPowOAwhJ
77,-0.296,0.242,0.758,0.0,Fox News,Fri Sep 28 14:42:57 +0000 2018,"Prosecutor tells wavering senators she wouldn't charge Kavanaugh, as vote looms https://t.co/Yze8ixrIbX"
78,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:42:55 +0000 2018,"House Minority Leader, Nancy Pelosi, holds her weekly press conference. https://t.co/gIJtXOOa2M"
79,0.0,0.15,0.701,0.15,Fox News,Fri Sep 28 14:34:26 +0000 2018,.@LindseyGrahamSC: “Every custom the Senate has embraced before Kavanaugh has been pretty much destroyed and I don’… https://t.co/7DITZlhpN1
80,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:17:28 +0000 2018,Democrats from the House of Representatives hold a press conference on Brett Kavanaugh's nomination vote.… https://t.co/h8YWUSXQry
81,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:11:53 +0000 2018,"Senator Kamala Harris, Senator Richard Blumenthal, and Senator Mazie Hirono hold a news conference after walking ou… https://t.co/Sql1PJJ8mQ"
82,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:11:34 +0000 2018,Sen. Jeff Flake says he will vote to confirm Kavanaugh https://t.co/fwLJZ8fY1Y
83,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 14:09:25 +0000 2018,.@SenFeinstein: “This was not someone who reflected an impartial temperament or the fairness and evenhandedness one… https://t.co/69rimWCaC8
84,-0.5256,0.159,0.841,0.0,Fox News,Fri Sep 28 14:06:37 +0000 2018,.@SenFeinstein: “I’m very disappointed that we’re here today voting on this nomination especially in light of the t… https://t.co/3r79POJbUP
85,-0.6113,0.266,0.734,0.0,Fox News,Fri Sep 28 13:56:26 +0000 2018,.@SenAmyKlobuchar: “They’re not answering because this is so unfair Mr. Chairman.” https://t.co/4zutp0Gykb
86,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 13:49:52 +0000 2018,Democrats Call to Subpoena Mark Judge https://t.co/FVPyEJhAJf https://t.co/PvPnwV896Y
87,-0.2263,0.091,0.909,0.0,Fox News,Fri Sep 28 13:44:15 +0000 2018,"BREAKING NEWS: Arizona GOP Sen. @JeffFlake, who was undecided on Brett Kavanaugh, says he will vote to confirm the… https://t.co/jEWNUmkdG8"
